ID_Number,Date,AM_PM,Route_Number,Q1_1,Q1_2,Q1_3,Q1_4,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3Specified,Q4_1,Q4_2,Q4_3,Q4_4,Q4Specified,Q5Start,Q5End,Q6,Duration.of.Trip,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_5Specified,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11Specified,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_10Specified,Q13,Q14,Q15,Q16,Q16Specified,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24,Q25,Q25Specified,Q26,Q26Specified,Q27,Q27Specified,Q27English,Q28,Q29,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q32_1,Q32_2,Q32_3,Q33
34,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekend,NA,Walk,NA,NA,NA,NA,,NA,NA,NA,Other,see family,,,5,Less than 15 Minutes,No,Walk,NA,NA,NA,NA,,0-5 minutes,Rarely,NA,NA,Ask the driver,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,Yes,No,Unsure,,2,Not at all satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Not at all satisfied,NA,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,FUJ,Female,25,African American,,In the United States,,No,,,3,NA,NA,No,No,No,No,No,No,No,No,No,No
35,4/18/2013,pm,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,In the United States,,Yes,NA,Very well,1,1,"Less than $25,000",No,No,No,Yes,No,Yes,"Yes, but don't use regularly",No,No,No
36,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,Bicycle,NA,,NA,NA,Medical Appointment,NA,,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,10-15 minutes,Always,NA,NA,Ask the driver,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,Not employed,No,NA,3,Not at all satisfied,Not at all satisfied,2,3,2,Completely satisfied,Completely satisfied,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,FUJ,Male,58,African American,,In the United States,,No,,,1,1,"Less than $25,000",No,No,No,No,No,No,No,No,No,Yes
37,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,NA,NA,Medical Appointment,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,No,No,No,Yes,,4,2,3,3,3,Not at all satisfied,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,JRY,Female,43,African American,,In the United States,,No,,,1,1,"Less than $25,000",No,Yes,No,Yes,No,No,No,No,No,No
38,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,Monthly pass,NA,Transfer,10 ride tickets,NA,NA,,No,No,No,Unsure,,2,3,Not at all satisfied,Completely satisfied,3,4,3,3,3,3,4,4,3,4,3,4,3,4,3,4,3,4,FUJ,Female,53,African American,,In the United States,,No,,,3,2,NA,NA,NA,NA,NA,NA,NA,No,No,No,No
39,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",NA,Walk,NA,NA,NA,NA,,Work,School,NA,NA,,,,45,45-60 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,NA,Paper schedules,Ask the driver,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,Yes,Unsure,,3,4,3,3,4,Completely satisfied,4,3,3,Completely satisfied,Completely satisfied,3,4,4,4,3,2,2,3,4,3,3,GBO,Female,18,African American,,Outside the United States,NA,No,,,4,3,"Less than $25,000",Yes,No,Yes,Yes,Yes,Yes,"Yes, use regularly","Yes, use regularly","Yes, use regularly",No
40,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,NA,,No,Walk,NA,NA,NA,NA,,15-20 minutes,Sometimes,NA,NA,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,NA,NA,,2,2,NA,NA,NA,NA,NA,NA,NA,NA,Not at all satisfied,NA,NA,NA,Not at all satisfied,NA,NA,NA,NA,NA,NA,NA,FUJ,Male,49,African American,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Other,Family,,,60,60-90 Minutes,Yes,NA,NA,NA,NA,NA,,5-10 minutes,Always,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,Not employed,No,Do not use them,2,Not at all satisfied,2,4,Completely satisfied,Not at all satisfied,Completely satisfied,3,Completely satisfied,Completely satisfied,4,4,3,4,3,Completely satisfied,Extremely important,4,Extremely important,Extremely important,Extremely important,2,OCC,Male,32,African American,,In the United States,,Yes,NA,Very well,2,2,"Less than $25,000",No,No,No,Yes,No,No,"Yes, use regularly",No,No,Yes
42,4/18/2013,pm,23,NA,BUS Bus Service,Trolley,NA,Every weekday,NA,Walk,NA,Get a ride in someone else's car,Bicycle,NA,,NA,School,NA,NA,,,,45,45-60 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,NA,Paper schedules,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,Not employed,No,Don't have one,NA,2,2,4,2,Not at all satisfied,4,4,3,3,3,3,3,2,2,4,3,3,4,3,4,3,OCC,Female,28,Caucasian,,In the United States,,No,,,2,2,"Less than $25,000",No,No,No,Yes,Yes,Yes,"Yes, but don't use regularly",No,No,Yes
43,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekend,NA,Walk,NA,NA,NA,NA,,Work,School,NA,Other,NA,,,(?),More than 120 Minutes,NA,Walk,NA,NA,NA,NA,,10-15 minutes,NA,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,Yes,Yes,Yes,,2,Not at all satisfied,2,NA,3,NA,Not at all satisfied,Not at all satisfied,2,2,Not at all satisfied,Not at all satisfied,2,2,Completely satisfied,NA,Not at all important,4,3,2,2,Not at all important,FUJ,Female,30,African American,,In the United States,,Yes,NA,NA,4,1,"Less than $25,000",No,No,No,No,No,Yes,No,No,No,Yes
44,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,68,60-90 Minutes,No,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,Yes,No,No,Unsure,,Extremely likely,Not at all satisfied,2,3,4,3,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,3,4,3,3,4,Extremely important,Extremely important,CAY,Male,18,African American,,In the United States,,Yes,NA,Very well,8,8,"Less than $25,000",Yes,No,No,Yes,No,Yes,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, use regularly",No
45,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,No,No,Yes,,3,4,3,3,3,4,4,3,4,3,3,4,3,4,2,4,4,Extremely important,3,3,3,4,FUJ,Female,21,African American,,In the United States,,No,,,1,1,"$25,000 to less than $35,000",Yes,No,Yes,No,No,No,No,No,No,Yes
46,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,A few times a month,NA,NA,Taxi,NA,NA,NA,,Work,NA,NA,NA,,,,40,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Always,Printable schedules online,NA,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,Not at all likely,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,GBO,Female,40,African American,,In the United States,,No,,,4,2,"$25,000 to less than $35,000",No,No,No,No,No,No,"Yes, but don't use regularly",No,No,No
47,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,Yes,No,No,Yes,,Extremely likely,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,FUJ,Male,56,African American,,In the United States,,No,,,2,1,"Less than $25,000",No,Yes,No,No,Yes,No,"Yes, but don't use regularly",No,No,NA
48,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,Work,NA,NA,NA,,,,10,Less than 15 Minutes,Yes,NA,NA,NA,Leave car at Park & Ride,NA,,5-10 minutes,Rarely,NA,NA,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,Yes,Yes,,Not at all likely,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,2,3,3,3,3,3,NA,2,3,2,3,3,3,FUJ,Female,17,African American,,In the United States,,Yes,NA,Very well,4,1,"Less than $25,000",No,Yes,No,Yes,Yes,Yes,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, but don't use regularly",Yes
49,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Other,Pay bill,,,NA,,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Unsure,,4,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Extremely important,4,4,4,Extremely important,4,NA,Male,30,African American,,In the United States,,No,,,3,1,"Less than $25,000",Yes,Yes,No,Yes,Yes,No,"Yes, but don't use regularly",No,"Yes, use regularly",No
50,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,"Several times a month, but not every week",NA,NA,NA,NA,NA,NA,,NA,NA,NA,Other,Visiting Someone,,,52.5,45-60 Minutes,No,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,Paper schedules,NA,BUS or Google’s online Trip Planner,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,Transfer,NA,NA,NA,,Yes,No,Not employed,Yes,,Extremely likely,Not at all satisfied,Not at all satisfied,2,2,Not at all satisfied,Completely satisfied,4,4,4,4,4,4,2,Not at all satisfied,4,4,4,Not at all important,4,Extremely important,Extremely important,PGX,Female,16,African American,,In the United States,,Yes,NA,Very well,5,1,"$35,000 to less than $50,000",No,No,No,Yes,Yes,Yes,"Yes, use regularly","Yes, but don't use regularly","Yes, but don't use regularly",No
51,4/18/2013,pm,23,Express Route,NA,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,School,NA,NA,,,,4,Less than 15 Minutes,Yes,NA,NA,NA,NA,Other,NA,More than 20 minutes,Always,NA,NA,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Unsure,,Extremely likely,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,4,4,4,4,4,4,4,4,4,4,4,4,4,OCC,Female,23,African American,,In the United States,,No,,,4,2,"Less than $25,000",No,No,No,No,No,No,No,No,No,NA
52,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Rarely,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,No,No,NA,Extremely likely,2,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,3,3,2,3,3,3,4,2,2,2,2,2,2,GBO,Male,18,African American,,In the United States,,No,,,6,3,"Less than $25,000",Yes,No,Yes,Yes,Yes,No,No,"Yes, but don't use regularly",No,No
53,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,Get a ride in someone else's car,NA,NA,,NA,NA,NA,Other,"Store, Bills Beetle Shop",,,45,45-60 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,Express monthly pass,NA,NA,NA,NA,NA,NA,NA,,NA,No,NA,Yes,,Extremely likely,Completely satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,4/18/2013,pm,23,Express Route,NA,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,NA,NA,NA,Other,Basketball practice,,,30,30-45 Minutes,NA,Walk,NA,NA,NA,NA,,5-10 minutes,Always,NA,NA,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,NA,NA,NA,Express cash fare,NA,NA,NA,NA,NA,NA,,NA,NA,Not employed,Yes,,NA,2,3,Not at all satisfied,3,4,2,2,4,3,2,4,3,4,Not at all satisfied,3,2,Not at all important,3,2,2,Not at all important,OYS,Male,14,African American,,In the United States,,Yes,NA,Well,3,8,"Less than $25,000",No,Yes,Yes,No,Yes,No,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, but don't use regularly",Yes
55,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every day,NA,Walk,NA,NA,NA,NA,,NA,NA,NA,Other,Pay bill,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,Yes,No,No,Unsure,,Extremely likely,Not at all satisfied,2,2,4,4,Completely satisfied,Completely satisfied,Not at all satisfied,3,2,2,4,3,Not at all satisfied,4,3,3,3,3,3,3,YEJ,Male,56,African American,,In the United States,,No,,,3,3,"Less than $25,000",No,No,No,Yes,Yes,No,No,No,No,Yes
56,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,School,Medical Appointment,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Always,NA,Paper schedules,NA,BUS or Google’s online Trip Planner,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,No,No,No,Did not know they had them,4,Not at all satisfied,2,2,Not at all satisfied,2,Not at all satisfied,2,Not at all satisfied,2,3,3,2,4,2,2,Extremely important,Extremely important,4,Extremely important,3,Not at all important,OFS,Female,36,African American,,In the United States,,Yes,French,Very well,3,3,"Less than $25,000",Yes,Yes,No,No,Yes,No,No,No,No,Yes
57,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,A few times a month,NA,Walk,NA,NA,NA,NA,,NA,NA,Medical Appointment,NA,,,,35,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Rarely,NA,NA,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,Yes,No,Yes,,3,Not at all satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Not at all satisfied,Not at all satisfied,4,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,VTN,Female,20,African American,,In the United States,,No,,,2,2,"Less than $25,000",Yes,Yes,Yes,Yes,No,Yes,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, but don't use regularly",No
58,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Always,NA,NA,NA,NA,Call customer service,NA,NA,,NA,NA,NA,NA,NA,NA,Transfer,10 ride tickets,NA,NA,,No,No,No,No,NA,Not at all likely,NA,NA,NA,NA,NA,NA,NA,NA,Not at all satisfied,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Female,52,African American,,In the United States,,No,,,3,1,"Less than $25,000",No,No,No,No,No,No,No,No,No,No
59,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,Taxi,Get a ride in someone else's car,Bicycle,NA,,Work,NA,NA,NA,,,,15,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Never,NA,Paper schedules,NA,BUS or Google’s online Trip Planner,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,Transfer,NA,NA,NA,,No,No,No,Yes,,Extremely likely,Completely satisfied,4,Completely satisfied,3,2,Completely satisfied,Completely satisfied,4,Completely satisfied,Completely satisfied,3,Completely satisfied,Completely satisfied,4,Completely satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,AMF,Female,19,Caucasian,,In the United States,,No,,,4,1,"$25,000 to less than $35,000",Yes,Yes,No,No,Yes,Yes,"Yes, use regularly",No,"Yes, use regularly",Yes
60,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,60,60-90 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,Printable schedules online,Paper schedules,NA,NA,NA,Ask another rider,NA,,NA,NA,NA,NA,NA,NA,NA,NA,10 ride special tickets,NA,,Yes,No,No,Yes,,Extremely likely,3,3,3,3,Not at all satisfied,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,JRY,Female,65,African American,,In the United States,,No,,,1,1,"Less than $25,000",Yes,Yes,Yes,Yes,Yes,No,No,No,"Yes, but don't use regularly",Yes
61,4/18/2013,pm,23,NA,NA,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,30,30-45 Minutes,NA,Walk,NA,NA,NA,NA,,0-5 minutes,Never,NA,NA,Ask the driver,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,10 ride special tickets,NA,,Yes,Yes,Not employed,Yes,,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,NA,2,2,2,2,2,2,FUJ,Female,51,African American,,In the United States,,No,,,7,7,"Less than $25,000",No,No,No,No,No,No,"Yes, use regularly","Yes, use regularly","Yes, use regularly",No
62,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,NA,NA,NA,Other,Go to library,,,15,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,NA,NA,NA,Call customer service,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,No,No,Unsure,,Extremely likely,3,Completely satisfied,Completely satisfied,Completely satisfied,2,NA,Completely satisfied,Completely satisfied,Completely satisfied,NA,NA,NA,NA,NA,Completely satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,Not at all important,AMF,Female,55,African American,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every day,NA,NA,NA,NA,Bicycle,NA,,NA,NA,Medical Appointment,NA,,,,NA,,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,NA,NA,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,Yes,No,Unsure,,2,4,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,2,2,2,2,2,2,NA,2,2,2,2,2,2,FUJ,Male,46,African American,,In the United States,,No,,,4,2,"Less than $25,000",NA,No,No,No,No,No,No,No,No,Yes
64,4/18/2013,pm,23,Express Route,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,NA,NA,NA,Other,Retired,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,NA,NA,,NA,Not at all satisfied,4,Completely satisfied,4,3,3,Completely satisfied,Completely satisfied,NA,Completely satisfied,Completely satisfied,Completely satisfied,2,NA,NA,Not at all important,3,NA,NA,NA,NA,LKO,Female,68,Caucasian,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",NA,NA,NA,Get a ride in someone else's car,NA,NA,,NA,School,NA,NA,,,,40,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,Printable schedules online,Paper schedules,NA,NA,Call customer service,NA,NA,,NA,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,Yes,No,No,Yes,,Extremely likely,2,Not at all satisfied,3,4,Not at all satisfied,3,Completely satisfied,Completely satisfied,3,3,3,3,4,Not at all satisfied,4,4,4,2,3,3,Extremely important,JRY,Female,29,African American,,In the United States,,No,,,3,1,"$35,000 to less than $50,000",Yes,Yes,No,Yes,Yes,Yes,"Yes, use regularly",No,"Yes, but don't use regularly",No
66,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,NA,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,15,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,NA,NA,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,Yes,Yes,,3,NA,NA,NA,NA,NA,Not at all satisfied,NA,NA,NA,NA,NA,NA,2,NA,2,2,Not at all important,Not at all important,NA,NA,NA,NA,Male,53,NA,,NA,,No,,,3,3,NA,NA,Yes,NA,NA,NA,NA,No,No,No,Yes
67,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",Drive myself in my car,NA,NA,NA,NA,NA,,NA,NA,NA,Other,NA,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Always,Printable schedules online,NA,Ask the driver,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,Yes,No,Yes,,Extremely likely,3,3,4,Completely satisfied,4,4,4,3,4,3,3,4,3,2,4,4,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,FUJ,Female,34,African American,,In the United States,,No,,,6,4,"$25,000 to less than $35,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly",No,"Yes, but don't use regularly",Yes
68,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,NA,NA,NA,Other,Shop,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,NA,NA,Ask the driver,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,No,Yes,,Extremely likely,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,NA,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,YEJ,Male,67,African American,,In the United States,,No,,,1,1,"Less than $25,000",Yes,Yes,No,No,No,No,No,No,No,No
69,4/18/2013,pm,23,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,NA,School,NA,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,10 ride special tickets,NA,,No,No,No,Yes,,Not at all likely,4,4,4,4,4,4,4,4,2,3,4,4,3,3,2,2,2,3,4,4,4,GBO,Male,16,African American,,In the United States,,No,,,3,2,"Less than $25,000",No,No,No,Yes,Yes,Yes,"Yes, use regularly","Yes, but don't use regularly","Yes, use regularly",No
